greedy_scores.txt,3157.0
greedy_scores.txt,3486.0
greedy_scores.txt,3215.0
greedy_scores.txt,3487.0
greedy_scores.txt,3094.0
greedy_scores.txt,3112.0
greedy_scores.txt,3169.0
greedy_scores.txt,3819.0
greedy_scores.txt,3490.0
greedy_scores.txt,3413.0
greedy_scores.txt,3753.0
greedy_scores.txt,3264.0
greedy_scores.txt,2993.0
greedy_scores.txt,2960.0
greedy_scores.txt,3659.0
greedy_scores.txt,3352.0
greedy_scores.txt,3562.0
greedy_scores.txt,3051.0
greedy_scores.txt,3215.0
greedy_scores.txt,3137.0
greedy_scores.txt,3825.0
greedy_scores.txt,2967.0
greedy_scores.txt,3412.0
greedy_scores.txt,3390.0
greedy_scores.txt,3687.0
greedy_scores.txt,3515.0
greedy_scores.txt,3394.0
greedy_scores.txt,3412.0
greedy_scores.txt,3271.0
greedy_scores.txt,3373.0
greedy_scores.txt,3290.0
greedy_scores.txt,3381.0
greedy_scores.txt,3010.0
greedy_scores.txt,3540.0
greedy_scores.txt,3072.0
greedy_scores.txt,3073.0
greedy_scores.txt,3156.0
greedy_scores.txt,3762.0
greedy_scores.txt,3448.0
greedy_scores.txt,3105.0
greedy_scores.txt,3454.0
greedy_scores.txt,2971.0
greedy_scores.txt,3017.0
greedy_scores.txt,3085.0
greedy_scores.txt,3507.0
greedy_scores.txt,3389.0
greedy_scores.txt,3253.0
greedy_scores.txt,3527.0
greedy_scores.txt,3135.0
greedy_scores.txt,3175.0
greedy_scores.txt,2979.0
greedy_scores.txt,3395.0
greedy_scores.txt,3108.0
greedy_scores.txt,3105.0
greedy_scores.txt,3222.0
greedy_scores.txt,3097.0
greedy_scores.txt,3139.0
greedy_scores.txt,3455.0
greedy_scores.txt,3295.0
greedy_scores.txt,3095.0
greedy_scores.txt,3272.0
greedy_scores.txt,3063.0
greedy_scores.txt,3723.0
greedy_scores.txt,3471.0
greedy_scores.txt,3124.0
greedy_scores.txt,3509.0
greedy_scores.txt,3246.0
greedy_scores.txt,3284.0
greedy_scores.txt,3314.0
greedy_scores.txt,3221.0
greedy_scores.txt,3292.0
greedy_scores.txt,3428.0
greedy_scores.txt,3457.0
greedy_scores.txt,2907.0
greedy_scores.txt,3129.0
greedy_scores.txt,3244.0
greedy_scores.txt,3219.0
greedy_scores.txt,3285.0
greedy_scores.txt,3763.0
greedy_scores.txt,3317.0
greedy_scores.txt,3559.0
greedy_scores.txt,3472.0
greedy_scores.txt,3387.0
greedy_scores.txt,3133.0
greedy_scores.txt,3403.0
greedy_scores.txt,3086.0
greedy_scores.txt,3151.0
greedy_scores.txt,3523.0
greedy_scores.txt,3598.0
greedy_scores.txt,3188.0
greedy_scores.txt,3495.0
greedy_scores.txt,3774.0
greedy_scores.txt,3331.0
greedy_scores.txt,3360.0
greedy_scores.txt,3109.0
greedy_scores.txt,3473.0
greedy_scores.txt,3360.0
greedy_scores.txt,3486.0
greedy_scores.txt,3535.0
greedy_scores.txt,2897.0
greedy_scores.txt,3264.0
greedy_scores.txt,3481.0
greedy_scores.txt,3175.0
greedy_scores.txt,3310.0
greedy_scores.txt,3092.0
greedy_scores.txt,3070.0
greedy_scores.txt,3357.0
greedy_scores.txt,3228.0
greedy_scores.txt,3170.0
greedy_scores.txt,3442.0
greedy_scores.txt,3574.0
greedy_scores.txt,3088.0
greedy_scores.txt,3493.0
greedy_scores.txt,3296.0
greedy_scores.txt,3272.0
greedy_scores.txt,3544.0
greedy_scores.txt,3214.0
greedy_scores.txt,3207.0
greedy_scores.txt,3162.0
greedy_scores.txt,3149.0
greedy_scores.txt,3335.0
greedy_scores.txt,3354.0
greedy_scores.txt,3994.0
greedy_scores.txt,3020.0
greedy_scores.txt,3451.0
greedy_scores.txt,3564.0
greedy_scores.txt,3484.0
greedy_scores.txt,3606.0
greedy_scores.txt,3610.0
greedy_scores.txt,3278.0
greedy_scores.txt,3223.0
greedy_scores.txt,3713.0
greedy_scores.txt,3128.0
greedy_scores.txt,3353.0
greedy_scores.txt,3160.0
greedy_scores.txt,3237.0
greedy_scores.txt,3132.0
greedy_scores.txt,3349.0
greedy_scores.txt,3063.0
greedy_scores.txt,3300.0
greedy_scores.txt,3293.0
greedy_scores.txt,3812.0
greedy_scores.txt,3234.0
greedy_scores.txt,3188.0
greedy_scores.txt,3345.0
greedy_scores.txt,3382.0
greedy_scores.txt,3634.0
greedy_scores.txt,3412.0
greedy_scores.txt,3123.0
greedy_scores.txt,3472.0
greedy_scores.txt,3638.0
greedy_scores.txt,3419.0
greedy_scores.txt,3250.0
greedy_scores.txt,3029.0
greedy_scores.txt,3655.0
greedy_scores.txt,3437.0
